127.0.0.1 - - [26/Jun/2023:15:27:46 +0530] "GET / HTTP/1.1" 404 994
0:0:0:0:0:0:0:1 - - [26/Jun/2023:15:43:47 +0530] "GET /Pharmacy/faces/javax.faces.resource/jsf.js?ln=javax.faces&stage=Development HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [26/Jun/2023:15:51:04 +0530] "POST /Pharmacy/faces/Home.xhtml HTTP/1.1" 200 7277
0:0:0:0:0:0:0:1 - - [26/Jun/2023:15:51:04 +0530] "GET /Pharmacy/faces/javax.faces.resource/theme.css?ln=primefaces-saga&v=12.0.0 HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [26/Jun/2023:15:51:04 +0530] "GET /Pharmacy/faces/javax.faces.resource/primeicons/primeicons.css?ln=primefaces&v=12.0.0 HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [26/Jun/2023:15:51:04 +0530] "GET /Pharmacy/faces/javax.faces.resource/jquery/jquery.js?ln=primefaces&v=12.0.0 HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [26/Jun/2023:15:51:04 +0530] "GET /Pharmacy/faces/javax.faces.resource/components.js?ln=primefaces&v=12.0.0 HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [26/Jun/2023:15:51:04 +0530] "GET /Pharmacy/faces/javax.faces.resource/core.js?ln=primefaces&v=12.0.0 HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [26/Jun/2023:15:51:04 +0530] "GET /Pharmacy/faces/javax.faces.resource/components.css?ln=primefaces&v=12.0.0 HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [26/Jun/2023:15:51:04 +0530] "GET /Pharmacy/faces/javax.faces.resource/jquery/jquery-plugins.js?ln=primefaces&v=12.0.0 HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [26/Jun/2023:15:51:04 +0530] "GET /Pharmacy/faces/javax.faces.resource/jsf.js?ln=javax.faces&stage=Development HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [26/Jun/2023:15:51:04 +0530] "GET /Pharmacy/faces/javax.faces.resource/primeicons/primeicons.woff2?ln=primefaces&v=12.0.0 HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [26/Jun/2023:15:51:09 +0530] "POST /Pharmacy/faces/addRole.xhtml HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [26/Jun/2023:15:51:09 +0530] "GET /Pharmacy/faces/addDoctor.xhtml HTTP/1.1" 200 6837
0:0:0:0:0:0:0:1 - - [26/Jun/2023:15:51:09 +0530] "GET /Pharmacy/faces/javax.faces.resource/primeicons/primeicons.css?ln=primefaces&v=12.0.0 HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [26/Jun/2023:15:51:09 +0530] "GET /Pharmacy/faces/javax.faces.resource/jquery/jquery.js?ln=primefaces&v=12.0.0 HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [26/Jun/2023:15:51:09 +0530] "GET /Pharmacy/faces/javax.faces.resource/components.css?ln=primefaces&v=12.0.0 HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [26/Jun/2023:15:51:09 +0530] "GET /Pharmacy/faces/javax.faces.resource/core.js?ln=primefaces&v=12.0.0 HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [26/Jun/2023:15:51:09 +0530] "GET /Pharmacy/faces/javax.faces.resource/theme.css?ln=primefaces-saga&v=12.0.0 HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [26/Jun/2023:15:51:09 +0530] "GET /Pharmacy/faces/javax.faces.resource/components.js?ln=primefaces&v=12.0.0 HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [26/Jun/2023:15:51:09 +0530] "GET /Pharmacy/faces/javax.faces.resource/jquery/jquery-plugins.js?ln=primefaces&v=12.0.0 HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [26/Jun/2023:15:51:18 +0530] "POST /Pharmacy/faces/addDoctor.xhtml HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [26/Jun/2023:15:51:18 +0530] "GET /Pharmacy/faces/Home.xhtml HTTP/1.1" 200 6772
0:0:0:0:0:0:0:1 - - [26/Jun/2023:15:51:18 +0530] "GET /Pharmacy/faces/javax.faces.resource/theme.css?ln=primefaces-saga&v=12.0.0 HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [26/Jun/2023:15:51:18 +0530] "GET /Pharmacy/faces/javax.faces.resource/primeicons/primeicons.css?ln=primefaces&v=12.0.0 HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [26/Jun/2023:15:51:18 +0530] "GET /Pharmacy/faces/javax.faces.resource/components.css?ln=primefaces&v=12.0.0 HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [26/Jun/2023:15:51:18 +0530] "GET /Pharmacy/faces/javax.faces.resource/jquery/jquery-plugins.js?ln=primefaces&v=12.0.0 HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [26/Jun/2023:15:51:18 +0530] "GET /Pharmacy/faces/javax.faces.resource/core.js?ln=primefaces&v=12.0.0 HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [26/Jun/2023:15:51:18 +0530] "GET /Pharmacy/faces/javax.faces.resource/jquery/jquery.js?ln=primefaces&v=12.0.0 HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [26/Jun/2023:15:51:18 +0530] "GET /Pharmacy/faces/javax.faces.resource/components.js?ln=primefaces&v=12.0.0 HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [26/Jun/2023:15:51:18 +0530] "GET /Pharmacy/faces/javax.faces.resource/jsf.js?ln=javax.faces&stage=Development HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [26/Jun/2023:15:53:32 +0530] "POST /Pharmacy/faces/Home.xhtml HTTP/1.1" 200 211
0:0:0:0:0:0:0:1 - - [26/Jun/2023:15:53:33 +0530] "POST /Pharmacy/faces/Home.xhtml HTTP/1.1" 200 104
0:0:0:0:0:0:0:1 - - [26/Jun/2023:15:53:33 +0530] "GET /Pharmacy/faces/doctor.xhtml HTTP/1.1" 200 4965
0:0:0:0:0:0:0:1 - - [26/Jun/2023:15:53:33 +0530] "GET /Pharmacy/faces/javax.faces.resource/primeicons/primeicons.css?ln=primefaces&v=12.0.0 HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [26/Jun/2023:15:53:33 +0530] "GET /Pharmacy/faces/javax.faces.resource/theme.css?ln=primefaces-saga&v=12.0.0 HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [26/Jun/2023:15:53:33 +0530] "GET /Pharmacy/faces/javax.faces.resource/jsf.js?ln=javax.faces&stage=Development HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [26/Jun/2023:15:53:34 +0530] "POST /Pharmacy/faces/doctor.xhtml HTTP/1.1" 200 6838
0:0:0:0:0:0:0:1 - - [26/Jun/2023:15:53:34 +0530] "GET /Pharmacy/faces/javax.faces.resource/theme.css?ln=primefaces-saga&v=12.0.0 HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [26/Jun/2023:15:53:34 +0530] "GET /Pharmacy/faces/javax.faces.resource/jquery/jquery.js?ln=primefaces&v=12.0.0 HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [26/Jun/2023:15:53:34 +0530] "GET /Pharmacy/faces/javax.faces.resource/primeicons/primeicons.css?ln=primefaces&v=12.0.0 HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [26/Jun/2023:15:53:34 +0530] "GET /Pharmacy/faces/javax.faces.resource/core.js?ln=primefaces&v=12.0.0 HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [26/Jun/2023:15:53:34 +0530] "GET /Pharmacy/faces/javax.faces.resource/components.css?ln=primefaces&v=12.0.0 HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [26/Jun/2023:15:53:34 +0530] "GET /Pharmacy/faces/javax.faces.resource/components.js?ln=primefaces&v=12.0.0 HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [26/Jun/2023:15:53:34 +0530] "GET /Pharmacy/faces/javax.faces.resource/jquery/jquery-plugins.js?ln=primefaces&v=12.0.0 HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [26/Jun/2023:15:53:43 +0530] "POST /Pharmacy/faces/addDoctor.xhtml HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [26/Jun/2023:15:53:43 +0530] "GET /Pharmacy/faces/Home.xhtml HTTP/1.1" 200 6772
0:0:0:0:0:0:0:1 - - [26/Jun/2023:15:53:43 +0530] "GET /Pharmacy/faces/javax.faces.resource/theme.css?ln=primefaces-saga&v=12.0.0 HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [26/Jun/2023:15:53:43 +0530] "GET /Pharmacy/faces/javax.faces.resource/primeicons/primeicons.css?ln=primefaces&v=12.0.0 HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [26/Jun/2023:15:53:43 +0530] "GET /Pharmacy/faces/javax.faces.resource/jquery/jquery-plugins.js?ln=primefaces&v=12.0.0 HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [26/Jun/2023:15:53:43 +0530] "GET /Pharmacy/faces/javax.faces.resource/jquery/jquery.js?ln=primefaces&v=12.0.0 HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [26/Jun/2023:15:53:43 +0530] "GET /Pharmacy/faces/javax.faces.resource/components.css?ln=primefaces&v=12.0.0 HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [26/Jun/2023:15:53:43 +0530] "GET /Pharmacy/faces/javax.faces.resource/core.js?ln=primefaces&v=12.0.0 HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [26/Jun/2023:15:53:43 +0530] "GET /Pharmacy/faces/javax.faces.resource/components.js?ln=primefaces&v=12.0.0 HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [26/Jun/2023:15:53:43 +0530] "GET /Pharmacy/faces/javax.faces.resource/jsf.js?ln=javax.faces&stage=Development HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [26/Jun/2023:15:53:54 +0530] "POST /Pharmacy/faces/Home.xhtml HTTP/1.1" 200 211
0:0:0:0:0:0:0:1 - - [26/Jun/2023:15:53:55 +0530] "POST /Pharmacy/faces/Home.xhtml HTTP/1.1" 200 104
0:0:0:0:0:0:0:1 - - [26/Jun/2023:15:53:55 +0530] "GET /Pharmacy/faces/doctor.xhtml HTTP/1.1" 200 4965
0:0:0:0:0:0:0:1 - - [26/Jun/2023:15:53:55 +0530] "GET /Pharmacy/faces/javax.faces.resource/theme.css?ln=primefaces-saga&v=12.0.0 HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [26/Jun/2023:15:53:55 +0530] "GET /Pharmacy/faces/javax.faces.resource/primeicons/primeicons.css?ln=primefaces&v=12.0.0 HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [26/Jun/2023:15:53:55 +0530] "GET /Pharmacy/faces/javax.faces.resource/jsf.js?ln=javax.faces&stage=Development HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [26/Jun/2023:15:53:57 +0530] "POST /Pharmacy/faces/doctor.xhtml HTTP/1.1" 200 6839
0:0:0:0:0:0:0:1 - - [26/Jun/2023:15:53:57 +0530] "GET /Pharmacy/faces/javax.faces.resource/theme.css?ln=primefaces-saga&v=12.0.0 HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [26/Jun/2023:15:53:57 +0530] "GET /Pharmacy/faces/javax.faces.resource/primeicons/primeicons.css?ln=primefaces&v=12.0.0 HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [26/Jun/2023:15:53:57 +0530] "GET /Pharmacy/faces/javax.faces.resource/components.css?ln=primefaces&v=12.0.0 HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [26/Jun/2023:15:53:57 +0530] "GET /Pharmacy/faces/javax.faces.resource/jquery/jquery.js?ln=primefaces&v=12.0.0 HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [26/Jun/2023:15:53:57 +0530] "GET /Pharmacy/faces/javax.faces.resource/core.js?ln=primefaces&v=12.0.0 HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [26/Jun/2023:15:53:57 +0530] "GET /Pharmacy/faces/javax.faces.resource/components.js?ln=primefaces&v=12.0.0 HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [26/Jun/2023:15:53:57 +0530] "GET /Pharmacy/faces/javax.faces.resource/jquery/jquery-plugins.js?ln=primefaces&v=12.0.0 HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [26/Jun/2023:16:05:11 +0530] "POST /Pharmacy/faces/addDoctor.xhtml HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [26/Jun/2023:16:05:11 +0530] "GET /Pharmacy/faces/Home.xhtml HTTP/1.1" 200 6770
0:0:0:0:0:0:0:1 - - [26/Jun/2023:16:05:11 +0530] "GET /Pharmacy/faces/javax.faces.resource/primeicons/primeicons.css?ln=primefaces&v=12.0.0 HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [26/Jun/2023:16:05:11 +0530] "GET /Pharmacy/faces/javax.faces.resource/jquery/jquery.js?ln=primefaces&v=12.0.0 HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [26/Jun/2023:16:05:11 +0530] "GET /Pharmacy/faces/javax.faces.resource/core.js?ln=primefaces&v=12.0.0 HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [26/Jun/2023:16:05:11 +0530] "GET /Pharmacy/faces/javax.faces.resource/components.css?ln=primefaces&v=12.0.0 HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [26/Jun/2023:16:05:11 +0530] "GET /Pharmacy/faces/javax.faces.resource/jquery/jquery-plugins.js?ln=primefaces&v=12.0.0 HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [26/Jun/2023:16:05:11 +0530] "GET /Pharmacy/faces/javax.faces.resource/theme.css?ln=primefaces-saga&v=12.0.0 HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [26/Jun/2023:16:05:11 +0530] "GET /Pharmacy/faces/javax.faces.resource/components.js?ln=primefaces&v=12.0.0 HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [26/Jun/2023:16:05:11 +0530] "GET /Pharmacy/faces/javax.faces.resource/jsf.js?ln=javax.faces&stage=Development HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [26/Jun/2023:16:06:14 +0530] "POST /Pharmacy/faces/Home.xhtml HTTP/1.1" 200 7277
0:0:0:0:0:0:0:1 - - [26/Jun/2023:16:06:14 +0530] "GET /Pharmacy/faces/javax.faces.resource/primeicons/primeicons.css?ln=primefaces&v=12.0.0 HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [26/Jun/2023:16:06:14 +0530] "GET /Pharmacy/faces/javax.faces.resource/theme.css?ln=primefaces-saga&v=12.0.0 HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [26/Jun/2023:16:06:14 +0530] "GET /Pharmacy/faces/javax.faces.resource/jquery/jquery.js?ln=primefaces&v=12.0.0 HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [26/Jun/2023:16:06:14 +0530] "GET /Pharmacy/faces/javax.faces.resource/components.css?ln=primefaces&v=12.0.0 HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [26/Jun/2023:16:06:14 +0530] "GET /Pharmacy/faces/javax.faces.resource/jquery/jquery-plugins.js?ln=primefaces&v=12.0.0 HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [26/Jun/2023:16:06:14 +0530] "GET /Pharmacy/faces/javax.faces.resource/core.js?ln=primefaces&v=12.0.0 HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [26/Jun/2023:16:06:14 +0530] "GET /Pharmacy/faces/javax.faces.resource/components.js?ln=primefaces&v=12.0.0 HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [26/Jun/2023:16:06:14 +0530] "GET /Pharmacy/faces/javax.faces.resource/jsf.js?ln=javax.faces&stage=Development HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [26/Jun/2023:16:06:14 +0530] "GET /Pharmacy/faces/javax.faces.resource/primeicons/primeicons.woff2?ln=primefaces&v=12.0.0 HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [26/Jun/2023:16:06:18 +0530] "POST /Pharmacy/faces/addRole.xhtml HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [26/Jun/2023:16:06:18 +0530] "GET /Pharmacy/faces/Home.xhtml HTTP/1.1" 200 6795
0:0:0:0:0:0:0:1 - - [26/Jun/2023:16:06:18 +0530] "GET /Pharmacy/faces/javax.faces.resource/theme.css?ln=primefaces-saga&v=12.0.0 HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [26/Jun/2023:16:06:18 +0530] "GET /Pharmacy/faces/javax.faces.resource/primeicons/primeicons.css?ln=primefaces&v=12.0.0 HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [26/Jun/2023:16:06:18 +0530] "GET /Pharmacy/faces/javax.faces.resource/jquery/jquery.js?ln=primefaces&v=12.0.0 HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [26/Jun/2023:16:06:18 +0530] "GET /Pharmacy/faces/javax.faces.resource/components.js?ln=primefaces&v=12.0.0 HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [26/Jun/2023:16:06:18 +0530] "GET /Pharmacy/faces/javax.faces.resource/components.css?ln=primefaces&v=12.0.0 HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [26/Jun/2023:16:06:18 +0530] "GET /Pharmacy/faces/javax.faces.resource/core.js?ln=primefaces&v=12.0.0 HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [26/Jun/2023:16:06:18 +0530] "GET /Pharmacy/faces/javax.faces.resource/jquery/jquery-plugins.js?ln=primefaces&v=12.0.0 HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [26/Jun/2023:16:06:19 +0530] "GET /Pharmacy/faces/javax.faces.resource/jsf.js?ln=javax.faces&stage=Development HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [26/Jun/2023:16:06:22 +0530] "POST /Pharmacy/faces/Home.xhtml HTTP/1.1" 200 7277
0:0:0:0:0:0:0:1 - - [26/Jun/2023:16:06:22 +0530] "GET /Pharmacy/faces/javax.faces.resource/theme.css?ln=primefaces-saga&v=12.0.0 HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [26/Jun/2023:16:06:22 +0530] "GET /Pharmacy/faces/javax.faces.resource/components.css?ln=primefaces&v=12.0.0 HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [26/Jun/2023:16:06:22 +0530] "GET /Pharmacy/faces/javax.faces.resource/jquery/jquery.js?ln=primefaces&v=12.0.0 HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [26/Jun/2023:16:06:22 +0530] "GET /Pharmacy/faces/javax.faces.resource/primeicons/primeicons.css?ln=primefaces&v=12.0.0 HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [26/Jun/2023:16:06:22 +0530] "GET /Pharmacy/faces/javax.faces.resource/jquery/jquery-plugins.js?ln=primefaces&v=12.0.0 HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [26/Jun/2023:16:06:22 +0530] "GET /Pharmacy/faces/javax.faces.resource/core.js?ln=primefaces&v=12.0.0 HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [26/Jun/2023:16:06:22 +0530] "GET /Pharmacy/faces/javax.faces.resource/components.js?ln=primefaces&v=12.0.0 HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [26/Jun/2023:16:06:22 +0530] "GET /Pharmacy/faces/javax.faces.resource/jsf.js?ln=javax.faces&stage=Development HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [26/Jun/2023:16:06:26 +0530] "POST /Pharmacy/faces/addRole.xhtml HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [26/Jun/2023:16:06:27 +0530] "GET /Pharmacy/faces/Home.xhtml HTTP/1.1" 200 6795
0:0:0:0:0:0:0:1 - - [26/Jun/2023:16:06:27 +0530] "GET /Pharmacy/faces/javax.faces.resource/theme.css?ln=primefaces-saga&v=12.0.0 HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [26/Jun/2023:16:06:27 +0530] "GET /Pharmacy/faces/javax.faces.resource/components.css?ln=primefaces&v=12.0.0 HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [26/Jun/2023:16:06:27 +0530] "GET /Pharmacy/faces/javax.faces.resource/primeicons/primeicons.css?ln=primefaces&v=12.0.0 HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [26/Jun/2023:16:06:27 +0530] "GET /Pharmacy/faces/javax.faces.resource/core.js?ln=primefaces&v=12.0.0 HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [26/Jun/2023:16:06:27 +0530] "GET /Pharmacy/faces/javax.faces.resource/jquery/jquery-plugins.js?ln=primefaces&v=12.0.0 HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [26/Jun/2023:16:06:27 +0530] "GET /Pharmacy/faces/javax.faces.resource/jquery/jquery.js?ln=primefaces&v=12.0.0 HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [26/Jun/2023:16:06:27 +0530] "GET /Pharmacy/faces/javax.faces.resource/components.js?ln=primefaces&v=12.0.0 HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [26/Jun/2023:16:06:27 +0530] "GET /Pharmacy/faces/javax.faces.resource/jsf.js?ln=javax.faces&stage=Development HTTP/1.1" 304 -
